Fecha,Severidad del Problema,Problema,Empresa,RANCHO,Punto de rocío (ºC),Punto de rocío Maximo (°C),Hora de registro de velocidad máxima de viento,Viento (km/h),Ráfaga de viento (km/h),Temperatura Promedio (ºC),Humedad Promedio (%),ETO (mm),Joules Acumulados,Horas Frío Efectivas,Lluvia (mm),Horas luz
1/2/2021,Equilibrio,Brevipalpus spp. (Ácaro rojo),Sino A,ALAMOS I,5.0,12.0,0.548611111,11.3,19.3,14.7,74.5,2.95,1497.7,8.0,0.254,8.2
1/2/2021,Equilibrio,Thrips (Scirtothrips spp.),Sino A,ALAMOS I,5.0,12.0,0.548611111,11.3,19.3,14.7,74.5,2.95,1497.7,8.0,0.254,8.2
1/2/2021,Equilibrio,Brevipalpus spp. (Ácaro rojo),Sino A,ALAMOS I,5.0,12.0,0.548611111,11.3,19.3,14.7,74.5,2.95,1497.7,8.0,0.254,8.2
1/2/2021,Equilibrio,Thrips (Scirtothrips spp.),Sino A,ALAMOS I,5.0,12.0,0.548611111,11.3,19.3,14.7,74.5,2.95,1497.7,8.0,0.254,8.2
1/2/2021,Equilibrio,Brevipalpus spp. (Ácaro rojo),Sino A,ALAMOS I,5.0,12.0,0.548611111,11.3,19.3,14.7,74.5,2.95,1497.7,8.0,0.254,8.2
1/2/2021,Equilibrio,Brevipalpus spp. (Ácaro rojo),Sino A,ALAMOS I,5.0,12.0,0.548611111,11.3,19.3,14.7,74.5,2.95,1497.7,8.0,0.254,8.2
1/2/2021,Equilibrio,Brevipalpus spp. (Ácaro rojo),Sino A,ALAMOS I,5.0,12.0,0.548611111,11.3,19.3,14.7,74.5,2.95,1497.7,8.0,0.254,8.2
1/2/2021,Equilibrio,Brevipalpus spp. (Ácaro rojo),Sino A,ALAMOS I,5.0,12.0,0.548611111,11.3,19.3,14.7,74.5,2.95,1497.7,8.0,0.254,8.2
1/2/2021,Equilibrio,Thrips (Scirtothrips spp.),Sino A,ALAMOS I,5.0,12.0,0.548611111,11.3,19.3,14.7,74.5,2.95,1497.7,8.0,0.254,8.2
1/2/2021,Equilibrio,Thrips (Scirtothrips spp.),Sino A,ALAMOS I,5.0,12.0,0.548611111,11.3,19.3,14.7,74.5,2.95,1497.7,8.0,0.254,8.2
1/2/2021,Equilibrio,Thrips (Scirtothrips spp.),Sino A,ENCINOS ORGANICO,7.0,12.0,0.538194444,25.7,29.0,14.5,76.3,0.49,1660.9,3.5,0.0,8.4
1/2/2021,Equilibrio,Thrips (Scirtothrips spp.),Sino A,ENCINOS ORGANICO,7.0,12.0,0.538194444,25.7,29.0,14.5,76.3,0.49,1660.9,3.5,0.0,8.4
1/2/2021,Equilibrio,Thrips (Scirtothrips spp.),Sino A,ENCINOS ORGANICO,7.0,12.0,0.538194444,25.7,29.0,14.5,76.3,0.49,1660.9,3.5,0.0,8.4
1/2/2021,Equilibrio,Thrips (Scirtothrips spp.),Sino A,ENCINOS ORGANICO,7.0,12.0,0.538194444,25.7,29.0,14.5,76.3,0.49,1660.9,3.5,0.0,8.4
1/2/2021,Equilibrio,Thrips (Scirtothrips spp.),Sino A,ENCINOS ORGANICO,7.0,12.0,0.538194444,25.7,29.0,14.5,76.3,0.49,1660.9,3.5,0.0,8.4
1/2/2021,Equilibrio,Thrips (Scirtothrips spp.),Sino A,ENCINOS ORGANICO,7.0,12.0,0.538194444,25.7,29.0,14.5,76.3,0.49,1660.9,3.5,0.0,8.4
1/2/2021,Equilibrio,Thrips (Scirtothrips spp.),Sino A,ENCINOS ORGANICO,7.0,12.0,0.538194444,25.7,29.0,14.5,76.3,0.49,1660.9,3.5,0.0,8.4
1/2/2021,Equilibrio,Thrips (Scirtothrips spp.),Sino A,ENCINOS ORGANICO,7.0,12.0,0.538194444,25.7,29.0,14.5,76.3,0.49,1660.9,3.5,0.0,8.4
1/2/2021,Equilibrio,Thrips (Scirtothrips spp.),Sino A,ENCINOS ORGANICO,7.0,12.0,0.538194444,25.7,29.0,14.5,76.3,0.49,1660.9,3.5,0.0,8.4
1/2/2021,Equilibrio,Gusano Enrollador,Sino A,ENCINOS ORGANICO,7.0,12.0,0.538194444,25.7,29.0,14.5,76.3,0.49,1660.9,3.5,0.0,8.4
1/2/2021,Equilibrio,Gusano Enrollador,Sino A,ENCINOS ORGANICO,7.0,12.0,0.538194444,25.7,29.0,14.5,76.3,0.49,1660.9,3.5,0.0,8.4
1/2/2021,Equilibrio,Gusano Enrollador,Sino A,ENCINOS ORGANICO,7.0,12.0,0.538194444,25.7,29.0,14.5,76.3,0.49,1660.9,3.5,0.0,8.4
1/2/2021,Equilibrio,Thrips (Scirtothrips spp.),Sino A,ENCINOS ORGANICO,7.0,12.0,0.538194444,25.7,29.0,14.5,76.3,0.49,1660.9,3.5,0.0,8.4
1/2/2021,Equilibrio,Thrips (Scirtothrips spp.),Sino A,ENCINOS ORGANICO,7.0,12.0,0.538194444,25.7,29.0,14.5,76.3,0.49,1660.9,3.5,0.0,8.4
1/2/2021,Equilibrio,Thrips (Scirtothrips spp.),Sino A,ENCINOS ORGANICO,7.0,12.0,0.538194444,25.7,29.0,14.5,76.3,0.49,1660.9,3.5,0.0,8.4
1/2/2021,Equilibrio,Thrips (Scirtothrips spp.),Sino A,ENCINOS ORGANICO,7.0,12.0,0.538194444,25.7,29.0,14.5,76.3,0.49,1660.9,3.5,0.0,8.4
1/2/2021,Equilibrio,Gusano Enrollador,Sino A,ENCINOS ORGANICO,7.0,12.0,0.538194444,25.7,29.0,14.5,76.3,0.49,1660.9,3.5,0.0,8.4
1/2/2021,Equilibrio,Thrips (Scirtothrips spp.),Sino A,ENCINOS ORGANICO,7.0,12.0,0.538194444,25.7,29.0,14.5,76.3,0.49,1660.9,3.5,0.0,8.4
1/2/2021,Equilibrio,Thrips (Scirtothrips spp.),Sino A,ENCINOS ORGANICO,7.0,12.0,0.538194444,25.7,29.0,14.5,76.3,0.49,1660.9,3.5,0.0,8.4
1/2/2021,Equilibrio,Thrips (Scirtothrips spp.),Sino A,ENCINOS ORGANICO,7.0,12.0,0.538194444,25.7,29.0,14.5,76.3,0.49,1660.9,3.5,0.0,8.4
1/2/2021,Equilibrio,Thrips (Scirtothrips spp.),Sino A,ENCINOS ORGANICO,7.0,12.0,0.538194444,25.7,29.0,14.5,76.3,0.49,1660.9,3.5,0.0,8.4
1/2/2021,Equilibrio,Thrips (Scirtothrips spp.),Sino A,ENCINOS ORGANICO,7.0,12.0,0.538194444,25.7,29.0,14.5,76.3,0.49,1660.9,3.5,0.0,8.4
1/2/2021,Equilibrio,Thrips (Scirtothrips spp.),Sino A,ENCINOS ORGANICO,7.0,12.0,0.538194444,25.7,29.0,14.5,76.3,0.49,1660.9,3.5,0.0,8.4
1/2/2021,Equilibrio,Thrips (Scirtothrips spp.),Sino A,ENCINOS ORGANICO,7.0,12.0,0.538194444,25.7,29.0,14.5,76.3,0.49,1660.9,3.5,0.0,8.4
1/2/2021,Equilibrio,Thrips (Scirtothrips spp.),Sino A,ENCINOS ORGANICO,7.0,12.0,0.538194444,25.7,29.0,14.5,76.3,0.49,1660.9,3.5,0.0,8.4
1/2/2021,Equilibrio,Thrips (Scirtothrips spp.),Sino A,ENCINOS ORGANICO,7.0,12.0,0.538194444,25.7,29.0,14.5,76.3,0.49,1660.9,3.5,0.0,8.4
1/2/2021,Equilibrio,Thrips (Scirtothrips spp.),Sino A,ENCINOS ORGANICO,7.0,12.0,0.538194444,25.7,29.0,14.5,76.3,0.49,1660.9,3.5,0.0,8.4
1/2/2021,Equilibrio,Thrips (Scirtothrips spp.),Sino A,ENCINOS ORGANICO,7.0,12.0,0.538194444,25.7,29.0,14.5,76.3,0.49,1660.9,3.5,0.0,8.4
1/2/2021,Equilibrio,Thrips (Scirtothrips spp.),Sino A,ENCINOS ORGANICO,7.0,12.0,0.538194444,25.7,29.0,14.5,76.3,0.49,1660.9,3.5,0.0,8.4
1/2/2021,Equilibrio,Thrips (Scirtothrips spp.),Sino A,ENCINOS ORGANICO,7.0,12.0,0.538194444,25.7,29.0,14.5,76.3,0.49,1660.9,3.5,0.0,8.4
1/2/2021,Equilibrio,Thrips (Scirtothrips spp.),Sino A,ENCINOS ORGANICO,7.0,12.0,0.538194444,25.7,29.0,14.5,76.3,0.49,1660.9,3.5,0.0,8.4
1/2/2021,Equilibrio,Brevipalpus spp. (Ácaro rojo),Sino A,ENCINOS ORGANICO,7.0,12.0,0.538194444,25.7,29.0,14.5,76.3,0.49,1660.9,3.5,0.0,8.4
1/2/2021,Equilibrio,Brevipalpus spp. (Ácaro rojo),Sino A,ENCINOS ORGANICO,7.0,12.0,0.538194444,25.7,29.0,14.5,76.3,0.49,1660.9,3.5,0.0,8.4
1/2/2021,Equilibrio,Thrips (Scirtothrips spp.),Sino A,ENCINOS ORGANICO,7.0,12.0,0.538194444,25.7,29.0,14.5,76.3,0.49,1660.9,3.5,0.0,8.4
1/2/2021,Equilibrio,Thrips (Scirtothrips spp.),Sino A,ENCINOS ORGANICO,7.0,12.0,0.538194444,25.7,29.0,14.5,76.3,0.49,1660.9,3.5,0.0,8.4
1/2/2021,Equilibrio,Brevipalpus spp. (Ácaro rojo),Sino A,ENCINOS ORGANICO,7.0,12.0,0.538194444,25.7,29.0,14.5,76.3,0.49,1660.9,3.5,0.0,8.4
1/2/2021,Equilibrio,Gusano Enrollador,Sino A,ENCINOS ORGANICO,7.0,12.0,0.538194444,25.7,29.0,14.5,76.3,0.49,1660.9,3.5,0.0,8.4
1/2/2021,Equilibrio,Thrips (Scirtothrips spp.),Sino A,ENCINOS ORGANICO,7.0,12.0,0.538194444,25.7,29.0,14.5,76.3,0.49,1660.9,3.5,0.0,8.4
1/2/2021,Equilibrio,Gusano Enrollador,Sino A,ENCINOS CONVENCIONAL,7.0,12.0,0.538194444,25.7,29.0,14.5,76.3,0.49,1660.9,3.5,0.0,8.4
1/2/2021,Equilibrio,Gusano Enrollador,Sino A,ENCINOS CONVENCIONAL,7.0,12.0,0.538194444,25.7,29.0,14.5,76.3,0.49,1660.9,3.5,0.0,8.4
1/2/2021,Equilibrio,Gusano Enrollador,Sino A,ENCINOS CONVENCIONAL,7.0,12.0,0.538194444,25.7,29.0,14.5,76.3,0.49,1660.9,3.5,0.0,8.4
1/2/2021,Equilibrio,Gusano Enrollador,Sino A,ENCINOS CONVENCIONAL,7.0,12.0,0.538194444,25.7,29.0,14.5,76.3,0.49,1660.9,3.5,0.0,8.4
1/2/2021,Equilibrio,Ácaros benéficos (Phytoselidae),Sino A,ENCINOS ORGANICO,7.0,12.0,0.538194444,25.7,29.0,14.5,76.3,0.49,1660.9,3.5,0.0,8.4
1/3/2021,Equilibrio,Ácaros benéficos (Phytoselidae),Sino A,NARANJOS,3.0,11.0,0.492361111,16.1,24.1,14.8,67.6,2.95,1594.9,4.9,0.0,8.7
1/3/2021,Equilibrio,Ácaros benéficos (Phytoselidae),Sino A,NARANJOS,3.0,11.0,0.492361111,16.1,24.1,14.8,67.6,2.95,1594.9,4.9,0.0,8.7
1/3/2021,Equilibrio,Ácaros benéficos (Phytoselidae),Sino A,NARANJOS,3.0,11.0,0.492361111,16.1,24.1,14.8,67.6,2.95,1594.9,4.9,0.0,8.7
1/3/2021,Equilibrio,Ácaros benéficos (Phytoselidae),Sino A,NARANJOS,3.0,11.0,0.492361111,16.1,24.1,14.8,67.6,2.95,1594.9,4.9,0.0,8.7
1/3/2021,Equilibrio,Ácaros benéficos (Phytoselidae),Sino A,NARANJOS,3.0,11.0,0.492361111,16.1,24.1,14.8,67.6,2.95,1594.9,4.9,0.0,8.7
1/3/2021,Equilibrio,Ácaros benéficos (Phytoselidae),Sino A,NARANJOS,3.0,11.0,0.492361111,16.1,24.1,14.8,67.6,2.95,1594.9,4.9,0.0,8.7
1/3/2021,Equilibrio,Ácaros benéficos (Phytoselidae),Sino A,NARANJOS,3.0,11.0,0.492361111,16.1,24.1,14.8,67.6,2.95,1594.9,4.9,0.0,8.7
1/3/2021,Equilibrio,Ácaros benéficos (Phytoselidae),Sino A,NARANJOS,3.0,11.0,0.492361111,16.1,24.1,14.8,67.6,2.95,1594.9,4.9,0.0,8.7
1/3/2021,Equilibrio,Ácaros benéficos (Phytoselidae),Sino A,NARANJOS,3.0,11.0,0.492361111,16.1,24.1,14.8,67.6,2.95,1594.9,4.9,0.0,8.7
1/3/2021,Equilibrio,Ácaros benéficos (Phytoselidae),Sino A,NARANJOS,3.0,11.0,0.492361111,16.1,24.1,14.8,67.6,2.95,1594.9,4.9,0.0,8.7
1/3/2021,Equilibrio,Ácaros benéficos (Phytoselidae),Sino A,NARANJOS,3.0,11.0,0.492361111,16.1,24.1,14.8,67.6,2.95,1594.9,4.9,0.0,8.7
1/3/2021,Equilibrio,Ácaros benéficos (Phytoselidae),Sino A,NARANJOS,3.0,11.0,0.492361111,16.1,24.1,14.8,67.6,2.95,1594.9,4.9,0.0,8.7
1/3/2021,Equilibrio,Ácaros benéficos (Phytoselidae),Sino A,NARANJOS,3.0,11.0,0.492361111,16.1,24.1,14.8,67.6,2.95,1594.9,4.9,0.0,8.7
1/3/2021,Equilibrio,Ácaros benéficos (Phytoselidae),Sino A,NARANJOS,3.0,11.0,0.492361111,16.1,24.1,14.8,67.6,2.95,1594.9,4.9,0.0,8.7
1/3/2021,Equilibrio,Ácaros benéficos (Phytoselidae),Sino A,NARANJOS,3.0,11.0,0.492361111,16.1,24.1,14.8,67.6,2.95,1594.9,4.9,0.0,8.7
1/3/2021,Equilibrio,Ácaros benéficos (Phytoselidae),Sino A,NARANJOS,3.0,11.0,0.492361111,16.1,24.1,14.8,67.6,2.95,1594.9,4.9,0.0,8.7
1/3/2021,Equilibrio,Ácaros benéficos (Phytoselidae),Sino A,NARANJOS,3.0,11.0,0.492361111,16.1,24.1,14.8,67.6,2.95,1594.9,4.9,0.0,8.7
1/3/2021,Equilibrio,Ácaros benéficos (Phytoselidae),Sino A,NARANJOS,3.0,11.0,0.492361111,16.1,24.1,14.8,67.6,2.95,1594.9,4.9,0.0,8.7
1/3/2021,Equilibrio,Ácaros benéficos (Phytoselidae),Sino A,NARANJOS,3.0,11.0,0.492361111,16.1,24.1,14.8,67.6,2.95,1594.9,4.9,0.0,8.7
1/3/2021,Equilibrio,Ácaros benéficos (Phytoselidae),Sino A,NARANJOS,3.0,11.0,0.492361111,16.1,24.1,14.8,67.6,2.95,1594.9,4.9,0.0,8.7
1/3/2021,Equilibrio,Ácaros benéficos (Phytoselidae),Sino A,NARANJOS,3.0,11.0,0.492361111,16.1,24.1,14.8,67.6,2.95,1594.9,4.9,0.0,8.7
1/3/2021,Equilibrio,Ácaros benéficos (Phytoselidae),Sino A,NARANJOS,3.0,11.0,0.492361111,16.1,24.1,14.8,67.6,2.95,1594.9,4.9,0.0,8.7
1/3/2021,Equilibrio,Ácaros benéficos (Phytoselidae),Sino A,NARANJOS,3.0,11.0,0.492361111,16.1,24.1,14.8,67.6,2.95,1594.9,4.9,0.0,8.7
1/3/2021,Equilibrio,Ácaros benéficos (Phytoselidae),Sino A,NARANJOS,3.0,11.0,0.492361111,16.1,24.1,14.8,67.6,2.95,1594.9,4.9,0.0,8.7
1/3/2021,Equilibrio,Ácaros benéficos (Phytoselidae),Sino A,NARANJOS,3.0,11.0,0.492361111,16.1,24.1,14.8,67.6,2.95,1594.9,4.9,0.0,8.7
1/3/2021,Equilibrio,Ácaros benéficos (Phytoselidae),Sino A,NARANJOS,3.0,11.0,0.492361111,16.1,24.1,14.8,67.6,2.95,1594.9,4.9,0.0,8.7
1/3/2021,Equilibrio,Ácaros benéficos (Phytoselidae),Sino A,NARANJOS,3.0,11.0,0.492361111,16.1,24.1,14.8,67.6,2.95,1594.9,4.9,0.0,8.7
1/3/2021,Equilibrio,Ácaros benéficos (Phytoselidae),Sino A,NARANJOS,3.0,11.0,0.492361111,16.1,24.1,14.8,67.6,2.95,1594.9,4.9,0.0,8.7
1/3/2021,Equilibrio,Ácaros benéficos (Phytoselidae),Sino A,NARANJOS,3.0,11.0,0.492361111,16.1,24.1,14.8,67.6,2.95,1594.9,4.9,0.0,8.7
1/3/2021,Equilibrio,Ácaros benéficos (Phytoselidae),Sino A,NARANJOS,3.0,11.0,0.492361111,16.1,24.1,14.8,67.6,2.95,1594.9,4.9,0.0,8.7
1/3/2021,Equilibrio,Ácaros benéficos (Phytoselidae),Sino A,NARANJOS,3.0,11.0,0.492361111,16.1,24.1,14.8,67.6,2.95,1594.9,4.9,0.0,8.7
1/3/2021,Equilibrio,Ácaros benéficos (Phytoselidae),Sino A,NARANJOS,3.0,11.0,0.492361111,16.1,24.1,14.8,67.6,2.95,1594.9,4.9,0.0,8.7
1/3/2021,Equilibrio,Ácaros benéficos (Phytoselidae),Sino A,NARANJOS,3.0,11.0,0.492361111,16.1,24.1,14.8,67.6,2.95,1594.9,4.9,0.0,8.7
1/3/2021,Equilibrio,Ácaros benéficos (Phytoselidae),Sino A,NARANJOS,3.0,11.0,0.492361111,16.1,24.1,14.8,67.6,2.95,1594.9,4.9,0.0,8.7
1/3/2021,Equilibrio,Ácaros benéficos (Phytoselidae),Sino A,NARANJOS,3.0,11.0,0.492361111,16.1,24.1,14.8,67.6,2.95,1594.9,4.9,0.0,8.7
1/3/2021,Equilibrio,Ácaros benéficos (Phytoselidae),Sino A,NARANJOS,3.0,11.0,0.492361111,16.1,24.1,14.8,67.6,2.95,1594.9,4.9,0.0,8.7
1/3/2021,Equilibrio,Ácaros benéficos (Phytoselidae),Sino A,NARANJOS,3.0,11.0,0.492361111,16.1,24.1,14.8,67.6,2.95,1594.9,4.9,0.0,8.7
1/3/2021,Equilibrio,Ácaros benéficos (Phytoselidae),Sino A,NARANJOS,3.0,11.0,0.492361111,16.1,24.1,14.8,67.6,2.95,1594.9,4.9,0.0,8.7
1/3/2021,Equilibrio,Ácaros benéficos (Phytoselidae),Sino A,NARANJOS,3.0,11.0,0.492361111,16.1,24.1,14.8,67.6,2.95,1594.9,4.9,0.0,8.7
1/3/2021,Equilibrio,Ácaros benéficos (Phytoselidae),Sino A,NARANJOS,3.0,11.0,0.492361111,16.1,24.1,14.8,67.6,2.95,1594.9,4.9,0.0,8.7
1/3/2021,Equilibrio,Ácaros benéficos (Phytoselidae),Sino A,NARANJOS,3.0,11.0,0.492361111,16.1,24.1,14.8,67.6,2.95,1594.9,4.9,0.0,8.7
1/3/2021,Equilibrio,Ácaros benéficos (Phytoselidae),Sino A,NARANJOS,3.0,11.0,0.492361111,16.1,24.1,14.8,67.6,2.95,1594.9,4.9,0.0,8.7
1/3/2021,Equilibrio,Ácaros benéficos (Phytoselidae),Sino A,NARANJOS,3.0,11.0,0.492361111,16.1,24.1,14.8,67.6,2.95,1594.9,4.9,0.0,8.7
1/3/2021,Equilibrio,Ácaros benéficos (Phytoselidae),Sino A,NARANJOS,3.0,11.0,0.492361111,16.1,24.1,14.8,67.6,2.95,1594.9,4.9,0.0,8.7
1/3/2021,Equilibrio,Ácaros benéficos (Phytoselidae),Sino A,NARANJOS,3.0,11.0,0.492361111,16.1,24.1,14.8,67.6,2.95,1594.9,4.9,0.0,8.7
1/3/2021,Equilibrio,Ácaros benéficos (Phytoselidae),Sino A,NARANJOS,3.0,11.0,0.492361111,16.1,24.1,14.8,67.6,2.95,1594.9,4.9,0.0,8.7
1/3/2021,Equilibrio,Ácaros benéficos (Phytoselidae),Sino A,NARANJOS,3.0,11.0,0.492361111,16.1,24.1,14.8,67.6,2.95,1594.9,4.9,0.0,8.7
1/3/2021,Equilibrio,Ácaros benéficos (Phytoselidae),Sino A,NARANJOS,3.0,11.0,0.492361111,16.1,24.1,14.8,67.6,2.95,1594.9,4.9,0.0,8.7
1/3/2021,Equilibrio,Ácaros benéficos (Phytoselidae),Sino A,NARANJOS,3.0,11.0,0.492361111,16.1,24.1,14.8,67.6,2.95,1594.9,4.9,0.0,8.7
1/3/2021,Equilibrio,Ácaros benéficos (Phytoselidae),Sino A,NARANJOS,3.0,11.0,0.492361111,16.1,24.1,14.8,67.6,2.95,1594.9,4.9,0.0,8.7
1/3/2021,Equilibrio,Ácaros benéficos (Phytoselidae),Sino A,NARANJOS,3.0,11.0,0.492361111,16.1,24.1,14.8,67.6,2.95,1594.9,4.9,0.0,8.7
1/3/2021,Equilibrio,Ácaros benéficos (Phytoselidae),Sino A,NARANJOS,3.0,11.0,0.492361111,16.1,24.1,14.8,67.6,2.95,1594.9,4.9,0.0,8.7
1/3/2021,Equilibrio,Ácaros benéficos (Phytoselidae),Sino A,NARANJOS,3.0,11.0,0.492361111,16.1,24.1,14.8,67.6,2.95,1594.9,4.9,0.0,8.7
1/3/2021,Equilibrio,Ácaros benéficos (Phytoselidae),Sino A,NARANJOS,3.0,11.0,0.492361111,16.1,24.1,14.8,67.6,2.95,1594.9,4.9,0.0,8.7
1/3/2021,Equilibrio,Ácaros benéficos (Phytoselidae),Sino A,NARANJOS,3.0,11.0,0.492361111,16.1,24.1,14.8,67.6,2.95,1594.9,4.9,0.0,8.7
1/3/2021,Equilibrio,Ácaros benéficos (Phytoselidae),Sino A,NARANJOS,3.0,11.0,0.492361111,16.1,24.1,14.8,67.6,2.95,1594.9,4.9,0.0,8.7
1/3/2021,Equilibrio,Ácaros benéficos (Phytoselidae),Sino A,NARANJOS,3.0,11.0,0.492361111,16.1,24.1,14.8,67.6,2.95,1594.9,4.9,0.0,8.7
1/3/2021,Equilibrio,Ácaros benéficos (Phytoselidae),Sino A,NARANJOS,3.0,11.0,0.492361111,16.1,24.1,14.8,67.6,2.95,1594.9,4.9,0.0,8.7
1/3/2021,Equilibrio,Ácaros benéficos (Phytoselidae),Sino A,NARANJOS,3.0,11.0,0.492361111,16.1,24.1,14.8,67.6,2.95,1594.9,4.9,0.0,8.7
1/3/2021,Equilibrio,Ácaros benéficos (Phytoselidae),Sino A,NARANJOS,3.0,11.0,0.492361111,16.1,24.1,14.8,67.6,2.95,1594.9,4.9,0.0,8.7
1/3/2021,Equilibrio,Ácaros benéficos (Phytoselidae),Sino A,NARANJOS,3.0,11.0,0.492361111,16.1,24.1,14.8,67.6,2.95,1594.9,4.9,0.0,8.7
1/3/2021,Equilibrio,Ácaros benéficos (Phytoselidae),Sino A,NARANJOS,3.0,11.0,0.492361111,16.1,24.1,14.8,67.6,2.95,1594.9,4.9,0.0,8.7
1/3/2021,Equilibrio,Ácaros benéficos (Phytoselidae),Sino A,NARANJOS,3.0,11.0,0.492361111,16.1,24.1,14.8,67.6,2.95,1594.9,4.9,0.0,8.7
1/3/2021,Equilibrio,Ácaros benéficos (Phytoselidae),Sino A,NARANJOS,3.0,11.0,0.492361111,16.1,24.1,14.8,67.6,2.95,1594.9,4.9,0.0,8.7
1/3/2021,Equilibrio,Ácaros benéficos (Phytoselidae),Sino A,NARANJOS,3.0,11.0,0.492361111,16.1,24.1,14.8,67.6,2.95,1594.9,4.9,0.0,8.7
1/3/2021,Equilibrio,Ácaros benéficos (Phytoselidae),Sino A,NARANJOS,3.0,11.0,0.492361111,16.1,24.1,14.8,67.6,2.95,1594.9,4.9,0.0,8.7
1/3/2021,Equilibrio,Ácaros benéficos (Phytoselidae),Sino A,NARANJOS,3.0,11.0,0.492361111,16.1,24.1,14.8,67.6,2.95,1594.9,4.9,0.0,8.7
1/3/2021,Equilibrio,Brevipalpus spp. (Ácaro rojo),Sino A,Palmas,3.0,11.0,0.492361111,16.1,24.1,14.8,67.6,2.95,1594.9,4.9,0.0,8.7
1/3/2021,Equilibrio,Thrips (Scirtothrips spp.),Sino A,Palmas,3.0,11.0,0.492361111,16.1,24.1,14.8,67.6,2.95,1594.9,4.9,0.0,8.7
1/3/2021,Equilibrio,Brevipalpus spp. (Ácaro rojo),Sino A,Palmas,3.0,11.0,0.492361111,16.1,24.1,14.8,67.6,2.95,1594.9,4.9,0.0,8.7
1/3/2021,Equilibrio,Thrips (Scirtothrips spp.),Sino A,Palmas,3.0,11.0,0.492361111,16.1,24.1,14.8,67.6,2.95,1594.9,4.9,0.0,8.7
1/3/2021,Equilibrio,Thrips (Scirtothrips spp.),Sino A,Palmas,3.0,11.0,0.492361111,16.1,24.1,14.8,67.6,2.95,1594.9,4.9,0.0,8.7
1/3/2021,Equilibrio,Thrips (Scirtothrips spp.),Sino A,Palmas,3.0,11.0,0.492361111,16.1,24.1,14.8,67.6,2.95,1594.9,4.9,0.0,8.7
1/3/2021,Equilibrio,Thrips (Scirtothrips spp.),Sino A,Palmas,3.0,11.0,0.492361111,16.1,24.1,14.8,67.6,2.95,1594.9,4.9,0.0,8.7
1/3/2021,Equilibrio,Brevipalpus spp. (Ácaro rojo),Sino A,Palmas,3.0,11.0,0.492361111,16.1,24.1,14.8,67.6,2.95,1594.9,4.9,0.0,8.7
1/3/2021,Equilibrio,Thrips (Scirtothrips spp.),Sino A,Palmas,3.0,11.0,0.492361111,16.1,24.1,14.8,67.6,2.95,1594.9,4.9,0.0,8.7
1/3/2021,Equilibrio,Thrips (Scirtothrips spp.),Sino A,Palmas,3.0,11.0,0.492361111,16.1,24.1,14.8,67.6,2.95,1594.9,4.9,0.0,8.7
1/3/2021,Equilibrio,Thrips (Scirtothrips spp.),Sino A,NARANJOS,3.0,11.0,0.492361111,16.1,24.1,14.8,67.6,2.95,1594.9,4.9,0.0,8.7
1/3/2021,Equilibrio,Thrips (Scirtothrips spp.),Sino A,NARANJOS,3.0,11.0,0.492361111,16.1,24.1,14.8,67.6,2.95,1594.9,4.9,0.0,8.7
1/3/2021,Equilibrio,Thrips (Scirtothrips spp.),Sino A,NARANJOS,3.0,11.0,0.492361111,16.1,24.1,14.8,67.6,2.95,1594.9,4.9,0.0,8.7
1/3/2021,Equilibrio,Thrips (Scirtothrips spp.),Sino A,NARANJOS,3.0,11.0,0.492361111,16.1,24.1,14.8,67.6,2.95,1594.9,4.9,0.0,8.7
1/3/2021,Equilibrio,Thrips (Scirtothrips spp.),Sino A,NARANJOS,3.0,11.0,0.492361111,16.1,24.1,14.8,67.6,2.95,1594.9,4.9,0.0,8.7
1/3/2021,Equilibrio,Thrips (Scirtothrips spp.),Sino A,NARANJOS,3.0,11.0,0.492361111,16.1,24.1,14.8,67.6,2.95,1594.9,4.9,0.0,8.7
1/3/2021,Equilibrio,Thrips (Scirtothrips spp.),Sino A,NARANJOS,3.0,11.0,0.492361111,16.1,24.1,14.8,67.6,2.95,1594.9,4.9,0.0,8.7
1/3/2021,Equilibrio,Thrips (Scirtothrips spp.),Sino A,NARANJOS,3.0,11.0,0.492361111,16.1,24.1,14.8,67.6,2.95,1594.9,4.9,0.0,8.7
1/3/2021,Equilibrio,Thrips (Scirtothrips spp.),Sino A,NARANJOS,3.0,11.0,0.492361111,16.1,24.1,14.8,67.6,2.95,1594.9,4.9,0.0,8.7
1/3/2021,Equilibrio,Thrips (Scirtothrips spp.),Sino A,NARANJOS,3.0,11.0,0.492361111,16.1,24.1,14.8,67.6,2.95,1594.9,4.9,0.0,8.7
1/3/2021,Equilibrio,Thrips (Scirtothrips spp.),Sino A,NARANJOS,3.0,11.0,0.492361111,16.1,24.1,14.8,67.6,2.95,1594.9,4.9,0.0,8.7
1/3/2021,Equilibrio,Thrips (Scirtothrips spp.),Sino A,NARANJOS,3.0,11.0,0.492361111,16.1,24.1,14.8,67.6,2.95,1594.9,4.9,0.0,8.7
1/3/2021,Equilibrio,Brevipalpus spp. (Ácaro rojo),Sino A,NARANJOS,3.0,11.0,0.492361111,16.1,24.1,14.8,67.6,2.95,1594.9,4.9,0.0,8.7
1/3/2021,Equilibrio,Thrips (Scirtothrips spp.),Sino A,NARANJOS,3.0,11.0,0.492361111,16.1,24.1,14.8,67.6,2.95,1594.9,4.9,0.0,8.7
